ACCOUNTID,CUSTOMERID,ACCOUNTTYPE,ACCOUNTSTATUS,OPENDATE,CLOSEDATE
15257,5257,Checking,Dormant,2019-05-18,2024-11-13
15258,5258,Checking,Active,2019-08-09,
15259,5259,Checking,Active,2022-12-04,2024-11-13
15260,5260,Checking,Active,2014-11-18,2024-11-13
15261,5261,Checking,Active,2020-11-09,2024-11-13
15262,5262,Checking,Active,2023-01-25,2024-11-13
15263,5263,Savings,Dormant,2020-12-24,2024-11-13
15264,5264,Checking,Dormant,2021-09-08,2024-11-13
15265,5265,Savings,Dormant,2015-07-29,2024-11-13
15266,5266,Checking,Active,2018-06-13,2024-11-13
15267,5267,Savings,Active,2015-01-13,2024-11-13
15268,5268,Savings,Active,2022-05-29,2024-11-13
15269,5269,Checking,Active,2021-07-15,2024-11-13
15270,5270,Checking,Dormant,2022-07-31,2024-11-13
15271,5271,Savings,Dormant,2015-08-21,2024-11-13
15272,5272,Savings,Dormant,2021-03-21,2024-11-13
15273,5273,Checking,Dormant,2019-02-19,2024-11-13
15274,5274,Savings,Active,2022-12-05,2024-11-13
15275,5275,Checking,Active,2021-03-11,2024-11-13
15276,5276,Savings,Active,2020-12-11,2024-11-13
15277,5277,Checking,Active,2024-02-27,2024-11-13
15278,5278,Checking,Dormant,2014-11-26,
15279,5279,Checking,Active,2019-04-27,2024-11-13
15280,5280,Checking,Dormant,2023-08-20,2024-11-13
15281,5281,Savings,Dormant,2017-05-25,2024-11-13
15282,5282,Savings,Dormant,2021-09-12,2024-11-13
15283,5283,Checking,Dormant,2017-06-17,2024-11-13
15284,5284,Checking,Dormant,2021-05-25,2024-11-13
15285,5285,Savings,Active,2017-11-23,2024-11-13
15286,5286,Savings,Active,2017-05-01,2024-11-13
15287,5287,Checking,Dormant,2022-09-22,2024-11-13
15288,5288,Savings,Active,2021-06-20,2024-11-13
15289,5289,Savings,Active,2024-05-02,2024-11-13
15290,5290,Savings,Active,2020-06-10,2024-11-13
15291,5291,Savings,Active,2014-12-18,2024-11-13
15292,5292,Savings,Active,2017-11-15,2024-11-13
15293,5293,Savings,Active,2023-02-23,2024-11-13
15294,5294,Checking,Dormant,2021-07-31,2024-11-13
15295,5295,Savings,Active,2024-11-04,2024-11-13
15296,5296,Savings,Dormant,2016-11-30,2024-11-13
15297,5297,Checking,Active,2024-06-03,2024-11-13
15298,5298,Savings,Dormant,2021-05-16,2024-11-13
15299,5299,Checking,Active,2016-11-07,2024-11-13
15300,5300,Savings,Dormant,2022-01-11,2024-11-13
15301,5301,Savings,Dormant,2018-02-05,2024-11-13
15302,5302,Checking,Active,2019-05-13,2024-11-13
15303,5303,Checking,Dormant,2023-01-20,2024-11-13
15304,5304,Checking,Active,2018-07-25,2024-11-13
15305,5305,Checking,Active,2021-12-05,2024-11-13
15306,5306,Checking,Active,2019-08-12,2024-11-13
15307,5307,Checking,Dormant,2018-03-18,2024-11-13
15308,5308,Checking,Dormant,2015-06-27,2024-11-13
15309,5309,Checking,Active,2020-09-16,2024-11-13
15310,5310,Checking,Active,2023-04-01,2024-11-13
15311,5311,Savings,Active,2018-03-24,2024-11-13
15312,5312,Checking,Dormant,2022-07-31,2024-11-13
15313,5313,Checking,Dormant,2024-10-10,2024-11-13
15314,5314,Savings,Active,2024-09-17,2024-11-13
15315,5315,Savings,Active,2015-10-06,2024-11-13
15316,5316,Savings,Active,2016-11-29,2024-11-13
15317,5317,Checking,Dormant,2016-03-21,2024-11-13
15318,5318,Savings,Dormant,2016-04-06,2024-11-13
15319,5319,Savings,Active,2021-10-10,
15320,5320,Savings,Active,2020-01-29,2024-11-13
15321,5321,Savings,Active,2016-09-25,2024-11-13
15322,5322,Checking,Dormant,2017-04-09,2024-11-13
15323,5323,Savings,Dormant,2020-07-25,2024-11-13
15324,5324,Checking,Dormant,2016-06-30,2024-11-13
15325,5325,Savings,Active,2024-06-16,2024-11-13
15326,5326,Checking,Dormant,2024-01-10,2024-11-13
15327,5327,Checking,Active,2018-06-08,2024-11-13
15328,5328,Savings,Dormant,2019-08-21,2024-11-13
15329,5329,Savings,Active,2024-04-11,2024-11-13
15330,5330,Savings,Active,2022-05-21,2024-11-13
15331,5331,Checking,Dormant,2017-08-04,2024-11-13
15332,5332,Savings,Dormant,2024-09-21,2024-11-13
15333,5333,Checking,Dormant,2019-01-07,2024-11-13
15334,5334,Savings,Active,2023-08-23,2024-11-13
15335,5335,Checking,Active,2019-12-30,2024-11-13
15336,5336,Savings,Active,2023-09-02,2024-11-13
15337,5337,Checking,Dormant,2017-06-25,2024-11-13
15338,5338,Checking,Active,2016-04-29,2024-11-13
15339,5339,Savings,Active,2021-08-24,2024-11-13
15340,5340,Savings,Active,2017-01-19,2024-11-13
15341,5341,Savings,Dormant,2014-12-12,2024-11-13
15342,5342,Savings,Active,2016-02-17,2024-11-13
15343,5343,Checking,Active,2022-08-09,2024-11-13
15344,5344,Savings,Active,2023-01-20,2024-11-13
15345,5345,Savings,Active,2022-01-13,2024-11-13
15346,5346,Savings,Active,2017-07-08,2024-11-13
15347,5347,Checking,Dormant,2023-04-19,2024-11-13
15348,5348,Checking,Active,2019-11-30,2024-11-13
15349,5349,Checking,Dormant,2018-03-17,2024-11-13
15350,5350,Savings,Dormant,2023-03-22,2024-11-13
15351,5351,Checking,Active,2015-04-06,2024-11-13
15352,5352,Savings,Dormant,2017-09-02,2024-11-13
15353,5353,Savings,Active,2015-10-16,2024-11-13
15354,5354,Checking,Dormant,2015-09-05,2024-11-13
15355,5355,Checking,Active,2019-10-25,2024-11-13
15356,5356,Savings,Dormant,2024-05-28,2024-11-13
15357,5357,Checking,Active,2016-11-17,2024-11-13
15358,5358,Savings,Active,2023-10-08,2024-11-13
15359,5359,Savings,Dormant,2019-04-07,2024-11-13
15360,5360,Savings,Dormant,2023-10-05,2024-11-13
15361,5361,Checking,Dormant,2018-11-15,2024-11-13
15362,5362,Savings,Dormant,2022-06-12,2024-11-13
15363,5363,Checking,Active,2019-04-02,2024-11-13
15364,5364,Savings,Dormant,2019-12-08,2024-11-13
15365,5365,Checking,Dormant,2019-02-03,2024-11-13
15366,5366,Checking,Dormant,2022-05-09,2024-11-13
15367,5367,Savings,Active,2021-03-15,2024-11-13
15368,5368,Checking,Dormant,2017-08-30,2024-11-13
15369,5369,Savings,Dormant,2021-10-17,2024-11-13
15370,5370,Savings,Active,2015-01-02,
15371,5371,Savings,Active,2024-02-20,2024-11-13
15372,5372,Savings,Dormant,2020-04-16,2024-11-13
15373,5373,Checking,Active,2016-02-09,2024-11-13
15374,5374,Checking,Dormant,2020-07-21,2024-11-13
15375,5375,Savings,Dormant,2018-04-17,2024-11-13
15376,5376,Savings,Active,2023-02-18,
15377,5377,Savings,Dormant,2022-05-20,2024-11-13
15378,5378,Checking,Dormant,2020-07-07,2024-11-13
15379,5379,Savings,Dormant,2022-08-10,2024-11-13
15380,5380,Checking,Dormant,2014-12-24,2024-11-13
15381,5381,Checking,Dormant,2023-01-18,2024-11-13
15382,5382,Savings,Dormant,2021-08-23,2024-11-13
15383,5383,Savings,Active,2024-05-09,2024-11-13
15384,5384,Checking,Dormant,2019-12-29,2024-11-13
15385,5385,Savings,Dormant,2023-06-28,2024-11-13
15386,5386,Savings,Active,2015-05-19,2024-11-13
15387,5387,Savings,Active,2016-10-06,2024-11-13
15388,5388,Checking,Active,2023-08-30,2024-11-13
15389,5389,Savings,Active,2016-02-01,2024-11-13
15390,5390,Checking,Active,2018-06-20,2024-11-13
15391,5391,Checking,Active,2015-03-13,2024-11-13
15392,5392,Savings,Dormant,2021-11-09,2024-11-13
15393,5393,Savings,Active,2021-04-14,2024-11-13
15394,5394,Checking,Active,2015-01-14,2024-11-13
15395,5395,Checking,Dormant,2021-05-06,2024-11-13
15396,5396,Savings,Active,2022-08-27,2024-11-13
15397,5397,Checking,Active,2020-06-21,2024-11-13
15398,5398,Checking,Dormant,2023-03-25,2024-11-13
15399,5399,Checking,Dormant,2015-11-15,2024-11-13
15400,5400,Checking,Dormant,2022-04-06,2024-11-13
15401,5401,Checking,Active,2017-05-08,2024-11-13
15402,5402,Savings,Dormant,2019-07-27,2024-11-13
15403,5403,Savings,Dormant,2023-08-05,2024-11-13
15404,5404,Checking,Active,2018-09-16,2024-11-13
15405,5405,Checking,Dormant,2021-08-07,2024-11-13
15406,5406,Savings,Dormant,2022-01-13,2024-11-13
15407,5407,Checking,Dormant,2019-07-12,2024-11-13
15408,5408,Savings,Active,2017-12-24,2024-11-13
15409,5409,Savings,Active,2021-10-18,2024-11-13
15410,5410,Checking,Active,2020-04-20,2024-11-13
15411,5411,Savings,Active,2015-07-27,2024-11-13
15412,5412,Savings,Dormant,2019-02-01,2024-11-13
15413,5413,Checking,Active,2019-05-15,2024-11-13
15414,5414,Checking,Active,2017-03-22,2024-11-13
15415,5415,Savings,Dormant,2021-09-21,2024-11-13
15416,5416,Checking,Active,2017-12-13,2024-11-13
15417,5417,Savings,Active,2021-06-17,2024-11-13
15418,5418,Checking,Dormant,2018-02-06,2024-11-13
15419,5419,Savings,Active,2017-05-31,2024-11-13
15420,5420,Savings,Active,2020-11-18,2024-11-13
15421,5421,Savings,Dormant,2016-07-29,2024-11-13
15422,5422,Checking,Active,2020-08-19,2024-11-13
15423,5423,Checking,Dormant,2023-03-10,2024-11-13
15424,5424,Checking,Dormant,2018-11-04,2024-11-13
15425,5425,Savings,Active,2023-04-06,2024-11-13
15426,5426,Checking,Dormant,2020-02-29,2024-11-13
15427,5427,Checking,Active,2015-01-11,2024-11-13
15428,5428,Savings,Active,2023-03-17,2024-11-13
15429,5429,Checking,Active,2023-11-15,
15430,5430,Savings,Active,2022-10-04,2024-11-13
15431,5431,Checking,Active,2017-06-20,2024-11-13
15432,5432,Checking,Active,2014-12-07,
15433,5433,Savings,Active,2020-06-06,2024-11-13
15434,5434,Checking,Dormant,2018-08-22,2024-11-13
15435,5435,Savings,Active,2019-12-01,2024-11-13
15436,5436,Savings,Active,2017-03-07,2024-11-13
15437,5437,Savings,Dormant,2022-12-26,2024-11-13
15438,5438,Checking,Active,2023-03-19,2024-11-13
15439,5439,Checking,Dormant,2016-09-30,2024-11-13
15440,5440,Checking,Active,2019-02-03,
15441,5441,Savings,Dormant,2016-07-13,2024-11-13
15442,5442,Checking,Dormant,2022-05-26,2024-11-13
15443,5443,Checking,Dormant,2023-05-26,2024-11-13
15444,5444,Savings,Dormant,2021-07-22,
15445,5445,Savings,Active,2021-03-14,2024-11-13
15446,5446,Savings,Dormant,2020-04-23,2024-11-13
15447,5447,Savings,Dormant,2024-07-17,2024-11-13
15448,5448,Checking,Dormant,2022-08-09,2024-11-13
15449,5449,Savings,Dormant,2023-11-11,2024-11-13
15450,5450,Checking,Dormant,2023-01-18,2024-11-13
15451,5451,Savings,Dormant,2017-02-11,2024-11-13
15452,5452,Checking,Dormant,2015-04-06,2024-11-13
15453,5453,Checking,Dormant,2017-06-03,2024-11-13
15454,5454,Checking,Dormant,2015-04-02,2024-11-13
15455,5455,Checking,Active,2022-09-27,2024-11-13
15456,5456,Checking,Dormant,2019-08-14,2024-11-13
15457,5457,Checking,Active,2024-06-29,2024-11-13
15458,5458,Checking,Dormant,2024-06-26,2024-11-13
15459,5459,Checking,Dormant,2018-06-04,2024-11-13
15460,5460,Checking,Active,2024-04-24,2024-11-13
15461,5461,Savings,Dormant,2023-09-22,2024-11-13
15462,5462,Checking,Active,2017-12-22,2024-11-13
15463,5463,Savings,Dormant,2017-08-11,2024-11-13
15464,5464,Savings,Active,2015-01-22,2024-11-13
15465,5465,Checking,Active,2020-07-26,2024-11-13
15466,5466,Checking,Active,2021-10-08,
15467,5467,Savings,Active,2017-09-18,2024-11-13
15468,5468,Checking,Dormant,2016-10-05,2024-11-13
15469,5469,Checking,Dormant,2016-02-08,2024-11-13
15470,5470,Checking,Active,2022-02-15,2024-11-13
15471,5471,Checking,Dormant,2015-01-12,2024-11-13
15472,5472,Savings,Dormant,2018-06-25,
15473,5473,Checking,Active,2023-06-24,2024-11-13
15474,5474,Savings,Dormant,2024-07-03,
15475,5475,Savings,Dormant,2021-08-12,2024-11-13
15476,5476,Savings,Active,2019-05-28,2024-11-13
15477,5477,Savings,Dormant,2023-04-18,2024-11-13
15478,5478,Checking,Active,2014-12-18,2024-11-13
15479,5479,Savings,Dormant,2015-02-25,2024-11-13
15480,5480,Savings,Dormant,2019-08-30,2024-11-13
15481,5481,Savings,Dormant,2021-08-06,2024-11-13
15482,5482,Savings,Active,2023-01-19,2024-11-13
15483,5483,Savings,Dormant,2019-10-22,2024-11-13
15484,5484,Savings,Dormant,2018-09-09,2024-11-13
15485,5485,Checking,Active,2022-05-13,2024-11-13
15486,5486,Checking,Active,2021-10-23,2024-11-13
15487,5487,Checking,Active,2022-01-04,2024-11-13
15488,5488,Checking,Dormant,2020-11-03,2024-11-13
15489,5489,Savings,Active,2023-08-25,2024-11-13
15490,5490,Savings,Active,2020-02-06,2024-11-13
15491,5491,Checking,Dormant,2015-07-17,2024-11-13
15492,5492,Savings,Active,2014-11-24,2024-11-13
15493,5493,Checking,Active,2017-01-28,2024-11-13
15494,5494,Savings,Active,2023-10-19,2024-11-13
15495,5495,Savings,Active,2024-04-25,2024-11-13
15496,5496,Savings,Dormant,2018-07-01,2024-11-13
15497,5497,Savings,Active,2022-12-05,2024-11-13
15498,5498,Checking,Active,2021-07-14,2024-11-13
15499,5499,Savings,Active,2022-11-20,2024-11-13
15500,5500,Checking,Dormant,2015-12-24,2024-11-13
15501,5501,Checking,Dormant,2023-07-02,
15502,5502,Savings,Dormant,2015-09-23,2024-11-13
15503,5503,Savings,Active,2022-02-14,2024-11-13
15504,5504,Checking,Dormant,2021-08-15,2024-11-13
15505,5505,Savings,Active,2017-11-17,2024-11-13
15506,5506,Savings,Active,2021-03-02,2024-11-13
15507,5507,Savings,Dormant,2015-07-16,2024-11-13
15508,5508,Savings,Active,2018-04-28,2024-11-13
15509,5509,Savings,Active,2015-04-28,2024-11-13
15510,5510,Checking,Active,2016-01-07,2024-11-13
15511,5511,Savings,Dormant,2022-07-17,2024-11-13
15512,5512,Savings,Active,2019-08-13,2024-11-13
15513,5513,Savings,Dormant,2016-03-14,2024-11-13
15514,5514,Savings,Active,2018-03-22,2024-11-13
15515,5515,Checking,Active,2023-05-25,2024-11-13
15516,5516,Checking,Active,2021-07-31,2024-11-13
15517,5517,Checking,Dormant,2017-08-30,2024-11-13
15518,5518,Savings,Dormant,2024-01-19,2024-11-13
15519,5519,Savings,Active,2019-05-25,2024-11-13
15520,5520,Checking,Active,2017-04-23,2024-11-13
15521,5521,Savings,Active,2021-01-11,2024-11-13
15522,5522,Checking,Dormant,2019-07-07,2024-11-13
15523,5523,Savings,Dormant,2019-10-14,2024-11-13
15524,5524,Checking,Dormant,2019-11-14,2024-11-13
15525,5525,Checking,Dormant,2022-07-01,2024-11-13
15526,5526,Checking,Dormant,2019-04-15,2024-11-13
15527,5527,Checking,Dormant,2017-08-14,
15528,5528,Savings,Active,2019-05-27,2024-11-13
15529,5529,Savings,Active,2018-02-06,2024-11-13
15530,5530,Checking,Dormant,2017-09-09,2024-11-13
15531,5531,Savings,Dormant,2024-08-18,2024-11-13
15532,5532,Checking,Dormant,2020-09-21,2024-11-13
15533,5533,Savings,Active,2022-09-05,2024-11-13
15534,5534,Checking,Active,2024-03-01,2024-11-13
15535,5535,Checking,Dormant,2024-01-21,2024-11-13
15536,5536,Checking,Dormant,2024-03-29,2024-11-13
15537,5537,Checking,Active,2018-02-23,2024-11-13
15538,5538,Savings,Active,2014-11-28,2024-11-13
15539,5539,Checking,Active,2018-05-03,2024-11-13
15540,5540,Savings,Active,2020-11-11,2024-11-13
15541,5541,Savings,Dormant,2021-06-21,2024-11-13
15542,5542,Checking,Dormant,2024-07-13,2024-11-13
15543,5543,Checking,Active,2017-03-09,2024-11-13
15544,5544,Savings,Active,2017-09-14,2024-11-13
15545,5545,Savings,Dormant,2022-12-30,
15546,5546,Savings,Dormant,2018-05-29,
15547,5547,Checking,Dormant,2018-09-27,2024-11-13
15548,5548,Savings,Active,2018-08-30,2024-11-13
15549,5549,Checking,Active,2020-01-05,2024-11-13
15550,5550,Checking,Active,2017-05-28,2024-11-13
15551,5551,Savings,Active,2020-10-04,2024-11-13
15552,5552,Savings,Dormant,2018-10-16,2024-11-13
15553,5553,Checking,Active,2022-08-27,2024-11-13
15554,5554,Savings,Dormant,2015-05-24,2024-11-13
15555,5555,Checking,Active,2017-06-20,2024-11-13
15556,5556,Checking,Dormant,2016-05-18,2024-11-13
15557,5557,Checking,Active,2021-07-27,2024-11-13
15558,5558,Checking,Dormant,2018-11-19,2024-11-13
15559,5559,Checking,Active,2022-05-05,2024-11-13
15560,5560,Checking,Active,2023-08-02,2024-11-13
15561,5561,Checking,Active,2016-09-11,2024-11-13
15562,5562,Savings,Dormant,2023-10-26,2024-11-13
15563,5563,Savings,Dormant,2019-12-27,2024-11-13
15564,5564,Checking,Active,2019-05-13,2024-11-13
15565,5565,Savings,Active,2022-11-25,2024-11-13
15566,5566,Savings,Dormant,2024-09-29,
15567,5567,Checking,Active,2019-03-05,2024-11-13
15568,5568,Checking,Active,2023-09-16,2024-11-13
15569,5569,Checking,Dormant,2021-02-20,2024-11-13
15570,5570,Savings,Dormant,2015-11-30,
15571,5571,Checking,Active,2023-08-04,2024-11-13
15572,5572,Savings,Active,2024-01-22,2024-11-13
15573,5573,Checking,Active,2023-04-11,2024-11-13
15574,5574,Checking,Dormant,2017-11-08,2024-11-13
15575,5575,Checking,Active,2018-07-24,2024-11-13
15576,5576,Checking,Dormant,2023-03-08,2024-11-13
15577,5577,Checking,Active,2024-07-20,
15578,5578,Savings,Active,2017-08-25,2024-11-13
15579,5579,Checking,Active,2017-08-30,2024-11-13
15580,5580,Checking,Dormant,2020-08-16,
15581,5581,Checking,Active,2021-12-08,2024-11-13
15582,5582,Savings,Active,2015-08-07,2024-11-13
15583,5583,Savings,Dormant,2022-05-28,2024-11-13
15584,5584,Checking,Active,2024-03-20,2024-11-13
15585,5585,Savings,Dormant,2019-10-04,2024-11-13
15586,5586,Checking,Dormant,2016-12-31,
15587,5587,Savings,Dormant,2022-08-13,2024-11-13
15588,5588,Savings,Dormant,2015-12-08,2024-11-13
15589,5589,Checking,Dormant,2019-12-05,2024-11-13
15590,5590,Savings,Dormant,2022-08-27,2024-11-13
15591,5591,Savings,Dormant,2020-07-02,2024-11-13
15592,5592,Savings,Dormant,2015-10-28,2024-11-13
15593,5593,Checking,Active,2020-09-24,2024-11-13
15594,5594,Savings,Dormant,2015-12-08,2024-11-13
15595,5595,Savings,Dormant,2018-01-14,2024-11-13
15596,5596,Checking,Dormant,2021-12-10,2024-11-13
15597,5597,Savings,Active,2015-08-27,2024-11-13
15598,5598,Savings,Active,2017-09-01,2024-11-13
15599,5599,Savings,Dormant,2017-08-07,2024-11-13
15600,5600,Checking,Active,2016-05-20,2024-11-13
15601,5601,Savings,Active,2018-01-20,2024-11-13
15602,5602,Savings,Dormant,2016-03-18,2024-11-13
15603,5603,Savings,Active,2021-04-28,
15604,5604,Savings,Dormant,2021-09-26,2024-11-13
15605,5605,Checking,Dormant,2016-01-02,2024-11-13
15606,5606,Savings,Active,2018-11-10,2024-11-13
15607,5607,Savings,Dormant,2017-11-30,2024-11-13
15608,5608,Checking,Active,2020-09-03,2024-11-13
15609,5609,Savings,Active,2022-08-16,2024-11-13
15610,5610,Savings,Active,2022-11-13,2024-11-13
15611,5611,Savings,Active,2014-11-24,2024-11-13
15612,5612,Savings,Active,2015-09-05,2024-11-13
15613,5613,Savings,Active,2019-12-19,2024-11-13
15614,5614,Savings,Dormant,2019-02-02,
15615,5615,Savings,Dormant,2018-04-30,2024-11-13
15616,5616,Savings,Active,2024-01-20,2024-11-13
15617,5617,Savings,Dormant,2022-01-06,2024-11-13
15618,5618,Savings,Dormant,2023-02-06,
15619,5619,Checking,Active,2023-09-30,2024-11-13
15620,5620,Checking,Active,2019-06-07,2024-11-13
15621,5621,Checking,Active,2022-02-22,2024-11-13
15622,5622,Checking,Dormant,2022-12-18,2024-11-13
15623,5623,Checking,Active,2015-04-16,2024-11-13
15624,5624,Checking,Active,2019-04-29,
15625,5625,Savings,Active,2016-11-12,2024-11-13
15626,5626,Checking,Dormant,2024-10-17,2024-11-13
15627,5627,Savings,Active,2020-12-20,2024-11-13
15628,5628,Savings,Active,2020-12-07,2024-11-13
15629,5629,Savings,Active,2016-07-11,2024-11-13
15630,5630,Checking,Dormant,2015-04-20,2024-11-13
15631,5631,Savings,Active,2022-04-02,
15632,5632,Checking,Dormant,2022-02-02,2024-11-13
15633,5633,Checking,Active,2021-09-29,2024-11-13
15634,5634,Checking,Active,2017-08-29,2024-11-13
15635,5635,Checking,Dormant,2017-05-23,2024-11-13
15636,5636,Savings,Active,2017-04-05,2024-11-13
15637,5637,Checking,Active,2017-02-07,2024-11-13
15638,5638,Checking,Active,2016-05-02,2024-11-13
15639,5639,Checking,Dormant,2021-12-13,2024-11-13
15640,5640,Savings,Dormant,2015-02-27,2024-11-13
15641,5641,Checking,Dormant,2019-03-05,
15642,5642,Checking,Active,2023-02-28,2024-11-13
15643,5643,Savings,Active,2017-08-27,2024-11-13
15644,5644,Checking,Dormant,2017-11-19,2024-11-13
15645,5645,Checking,Active,2015-12-04,2024-11-13
15646,5646,Savings,Active,2017-06-26,2024-11-13
15647,5647,Savings,Dormant,2022-11-25,2024-11-13
15648,5648,Savings,Active,2020-01-29,2024-11-13
15649,5649,Savings,Active,2022-09-28,2024-11-13
15650,5650,Checking,Active,2022-01-02,2024-11-13
15651,5651,Savings,Dormant,2021-09-22,2024-11-13
15652,5652,Checking,Dormant,2021-10-16,2024-11-13
15653,5653,Savings,Dormant,2024-09-04,
15654,5654,Checking,Dormant,2024-02-21,2024-11-13
15655,5655,Checking,Dormant,2019-02-15,
15656,5656,Savings,Active,2020-07-11,2024-11-13
15657,5657,Savings,Active,2021-09-14,2024-11-13
15658,5658,Savings,Dormant,2019-02-12,2024-11-13
15659,5659,Checking,Dormant,2023-03-09,2024-11-13
15660,5660,Savings,Active,2022-10-02,2024-11-13
15661,5661,Checking,Active,2023-05-13,2024-11-13
15662,5662,Savings,Dormant,2017-11-02,2024-11-13
15663,5663,Checking,Dormant,2022-09-26,2024-11-13
15664,5664,Checking,Dormant,2023-01-17,2024-11-13
15665,5665,Checking,Dormant,2021-01-07,2024-11-13
15666,5666,Savings,Dormant,2017-01-26,2024-11-13
15667,5667,Savings,Dormant,2020-12-10,2024-11-13
15668,5668,Checking,Active,2020-11-27,2024-11-13
15669,5669,Checking,Active,2018-12-10,2024-11-13
15670,5670,Checking,Active,2023-05-10,2024-11-13
15671,5671,Checking,Active,2017-10-11,2024-11-13
15672,5672,Checking,Dormant,2020-12-18,2024-11-13
15673,5673,Savings,Dormant,2022-07-22,2024-11-13
15674,5674,Checking,Active,2016-10-05,2024-11-13
15675,5675,Savings,Active,2020-07-28,2024-11-13
15676,5676,Checking,Dormant,2021-12-09,2024-11-13
15677,5677,Savings,Active,2017-01-25,2024-11-13
15678,5678,Savings,Dormant,2024-04-24,2024-11-13
15679,5679,Checking,Dormant,2022-06-04,2024-11-13
15680,5680,Checking,Active,2022-12-11,2024-11-13
15681,5681,Savings,Dormant,2022-03-13,
15682,5682,Checking,Active,2018-12-20,2024-11-13
